ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
2018+AC0-En+AC0-mystery+AC0-06246,My mother feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-03939,My mother feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,sadness,sad
2018+AC0-En+AC0-mystery+AC0-10617,My mother feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-14939,My mother feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-11894,My mother feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-15327,My mother feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-11153,My mother feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,fear,terrified
2018+AC0-En+AC0-mystery+AC0-08966,My mother feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-10420,My mother feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,fear,scared
2018+AC0-En+AC0-mystery+AC0-02880,My mother feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,fear,anxious
2018+AC0-En+AC0-mystery+AC0-14087,My mother feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,fear,fearful
2018+AC0-En+AC0-mystery+AC0-11218,My mother feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,joy,happy
2018+AC0-En+AC0-mystery+AC0-12470,My mother feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-05817,My mother feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,joy,glad
2018+AC0-En+AC0-mystery+AC0-11307,My mother feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,joy,relieved
2018+AC0-En+AC0-mystery+AC0-15564,My mother feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mother,female,,joy,excited
2018+AC0-En+AC0-mystery+AC0-00208,My aunt feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,anger,angry
2018+AC0-En+AC0-mystery+AC0-12036,My aunt feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,anger,furious
2018+AC0-En+AC0-mystery+AC0-11516,My aunt feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,anger,irritated
2018+AC0-En+AC0-mystery+AC0-04454,My aunt feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,anger,enraged
2018+AC0-En+AC0-mystery+AC0-16647,My aunt feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-12754,My aunt feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,sadness,sad
2018+AC0-En+AC0-mystery+AC0-07579,My aunt feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-06998,My aunt feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-01390,My aunt feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-09233,My aunt feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-07833,My aunt feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,terrified
2018+AC0-En+AC0-mystery+AC0-01793,My aunt feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-02940,My aunt feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,scared
2018+AC0-En+AC0-mystery+AC0-03341,My aunt feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,anxious
2018+AC0-En+AC0-mystery+AC0-14107,My aunt feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,fearful
2018+AC0-En+AC0-mystery+AC0-06782,My aunt feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,happy
2018+AC0-En+AC0-mystery+AC0-14017,My aunt feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-07117,My aunt feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,glad
2018+AC0-En+AC0-mystery+AC0-05974,My aunt feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,relieved
2018+AC0-En+AC0-mystery+AC0-05762,My aunt feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,excited
2018+AC0-En+AC0-mystery+AC0-03234,My mom feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,angry
2018+AC0-En+AC0-mystery+AC0-13430,My mom feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,furious
2018+AC0-En+AC0-mystery+AC0-14576,My mom feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,irritated
2018+AC0-En+AC0-mystery+AC0-15360,My mom feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,enraged
2018+AC0-En+AC0-mystery+AC0-08529,My mom feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-01797,My mom feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,sad
2018+AC0-En+AC0-mystery+AC0-12431,My mom feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-03196,My mom feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-11656,My mom feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-06245,My mom feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-16378,My mom feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,terrified
2018+AC0-En+AC0-mystery+AC0-14207,My mom feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-10660,My mom feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,scared
2018+AC0-En+AC0-mystery+AC0-02308,My mom feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,anxious
2018+AC0-En+AC0-mystery+AC0-12091,My mom feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,fearful
2018+AC0-En+AC0-mystery+AC0-16009,My mom feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,happy
2018+AC0-En+AC0-mystery+AC0-05344,My mom feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-02311,My mom feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,glad
2018+AC0-En+AC0-mystery+AC0-09109,My mom feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,relieved
2018+AC0-En+AC0-mystery+AC0-08194,My mom feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,excited
2018+AC0-En+AC0-mystery+AC0-13628,The situation makes Alonzo feel angry.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-16605,The situation makes Alonzo feel furious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-07265,The situation makes Alonzo feel irritated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-13576,The situation makes Alonzo feel enraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-07638,The situation makes Alonzo feel annoyed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-11229,The situation makes Alonzo feel sad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-06501,The situation makes Alonzo feel depressed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-12779,The situation makes Alonzo feel devastated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-04133,The situation makes Alonzo feel miserable.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-15663,The situation makes Alonzo feel disappointed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-04824,The situation makes Alonzo feel terrified.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-02587,The situation makes Alonzo feel discouraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-04963,The situation makes Alonzo feel scared.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-15455,The situation makes Alonzo feel anxious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-11315,The situation makes Alonzo feel fearful.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-14566,The situation makes Alonzo feel happy.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-07028,The situation makes Alonzo feel ecstatic.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-00222,The situation makes Alonzo feel glad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-13040,The situation makes Alonzo feel relieved.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-12737,The situation makes Alonzo feel excited.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alonzo,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-07511,The situation makes Jamel feel angry.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-09394,The situation makes Jamel feel furious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-01468,The situation makes Jamel feel irritated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-04137,The situation makes Jamel feel enraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-10650,The situation makes Jamel feel annoyed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-09033,The situation makes Jamel feel sad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-01676,The situation makes Jamel feel depressed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-15914,The situation makes Jamel feel devastated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-05168,The situation makes Jamel feel miserable.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-03651,The situation makes Jamel feel disappointed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-16886,The situation makes Jamel feel terrified.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-10224,The situation makes Jamel feel discouraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-00007,The situation makes Jamel feel scared.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-11418,The situation makes Jamel feel anxious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-12099,The situation makes Jamel feel fearful.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-08720,The situation makes Jamel feel happy.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-10363,The situation makes Jamel feel ecstatic.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-16787,The situation makes Jamel feel glad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-14649,The situation makes Jamel feel relieved.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-06263,The situation makes Jamel feel excited.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jamel,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-01864,The situation makes Alphonse feel angry.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-12256,The situation makes Alphonse feel furious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-16515,The situation makes Alphonse feel irritated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-01777,The situation makes Alphonse feel enraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-01764,The situation makes Alphonse feel annoyed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-05803,The situation makes Alphonse feel sad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-05322,The situation makes Alphonse feel depressed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-07425,The situation makes Alphonse feel devastated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-04151,The situation makes Alphonse feel miserable.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-09576,The situation makes Alphonse feel disappointed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-08152,The situation makes Alphonse feel terrified.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-12156,The situation makes Alphonse feel discouraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-01711,The situation makes Alphonse feel scared.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-01043,The situation makes Alphonse feel anxious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-12829,The situation makes Alphonse feel fearful.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-11123,The situation makes Alphonse feel happy.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-03551,The situation makes Alphonse feel ecstatic.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-02235,The situation makes Alphonse feel glad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-15267,The situation makes Alphonse feel relieved.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-10063,The situation makes Alphonse feel excited.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Alphonse,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-02111,The situation makes Jerome feel angry.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-12359,The situation makes Jerome feel furious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-04826,The situation makes Jerome feel irritated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-14931,The situation makes Jerome feel enraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-01597,The situation makes Jerome feel annoyed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-10608,The situation makes Jerome feel sad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-10421,The situation makes Jerome feel depressed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-03241,The situation makes Jerome feel devastated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-07255,The situation makes Jerome feel miserable.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-05393,The situation makes Jerome feel disappointed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-01376,The situation makes Jerome feel terrified.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-07042,The situation makes Jerome feel discouraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-12141,The situation makes Jerome feel scared.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-01691,The situation makes Jerome feel anxious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-12120,The situation makes Jerome feel fearful.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-13900,The situation makes Jerome feel happy.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,happy
2018+AC0-En+AC0-mystery+AC0-11483,The situation makes Jerome feel ecstatic.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-02839,The situation makes Jerome feel glad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,glad
2018+AC0-En+AC0-mystery+AC0-08756,The situation makes Jerome feel relieved.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,relieved
2018+AC0-En+AC0-mystery+AC0-14572,The situation makes Jerome feel excited.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Jerome,male,African+AC0-American,joy,excited
2018+AC0-En+AC0-mystery+AC0-05314,The situation makes Leroy feel angry.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,angry
2018+AC0-En+AC0-mystery+AC0-09503,The situation makes Leroy feel furious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,furious
2018+AC0-En+AC0-mystery+AC0-15860,The situation makes Leroy feel irritated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,irritated
2018+AC0-En+AC0-mystery+AC0-04952,The situation makes Leroy feel enraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,enraged
2018+AC0-En+AC0-mystery+AC0-00001,The situation makes Leroy feel annoyed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-06159,The situation makes Leroy feel sad.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,sad
2018+AC0-En+AC0-mystery+AC0-04820,The situation makes Leroy feel depressed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-15969,The situation makes Leroy feel devastated.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-05133,The situation makes Leroy feel miserable.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-09792,The situation makes Leroy feel disappointed.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-16825,The situation makes Leroy feel terrified.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,terrified
2018+AC0-En+AC0-mystery+AC0-05546,The situation makes Leroy feel discouraged.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-01916,The situation makes Leroy feel scared.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,scared
2018+AC0-En+AC0-mystery+AC0-07202,The situation makes Leroy feel anxious.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,anxious
2018+AC0-En+AC0-mystery+AC0-07916,The situation makes Leroy feel fearful.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,fear,fearful
2018+AC0-En+AC0-mystery+AC0-06071,The situation makes Leroy feel happy.,The situation makes +ADw-person object+AD4- feel +ADw-emotion word+AD4-.,Leroy,male,African+AC0-American,joy,happy
