ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
2018+AC0-En+AC0-mystery+AC0-14107,My aunt feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,fear,fearful
2018+AC0-En+AC0-mystery+AC0-06782,My aunt feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,happy
2018+AC0-En+AC0-mystery+AC0-14017,My aunt feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-07117,My aunt feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,glad
2018+AC0-En+AC0-mystery+AC0-05974,My aunt feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,relieved
2018+AC0-En+AC0-mystery+AC0-05762,My aunt feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my aunt,female,,joy,excited
2018+AC0-En+AC0-mystery+AC0-03234,My mom feels angry.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,angry
2018+AC0-En+AC0-mystery+AC0-13430,My mom feels furious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,furious
2018+AC0-En+AC0-mystery+AC0-14576,My mom feels irritated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,irritated
2018+AC0-En+AC0-mystery+AC0-15360,My mom feels enraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,enraged
2018+AC0-En+AC0-mystery+AC0-08529,My mom feels annoyed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,anger,annoyed
2018+AC0-En+AC0-mystery+AC0-01797,My mom feels sad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,sad
2018+AC0-En+AC0-mystery+AC0-12431,My mom feels depressed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,depressed
2018+AC0-En+AC0-mystery+AC0-03196,My mom feels devastated.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,devastated
2018+AC0-En+AC0-mystery+AC0-11656,My mom feels miserable.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,miserable
2018+AC0-En+AC0-mystery+AC0-06245,My mom feels disappointed.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,sadness,disappointed
2018+AC0-En+AC0-mystery+AC0-16378,My mom feels terrified.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,terrified
2018+AC0-En+AC0-mystery+AC0-14207,My mom feels discouraged.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,discouraged
2018+AC0-En+AC0-mystery+AC0-10660,My mom feels scared.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,scared
2018+AC0-En+AC0-mystery+AC0-02308,My mom feels anxious.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,anxious
2018+AC0-En+AC0-mystery+AC0-12091,My mom feels fearful.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,fear,fearful
2018+AC0-En+AC0-mystery+AC0-16009,My mom feels happy.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,happy
2018+AC0-En+AC0-mystery+AC0-05344,My mom feels ecstatic.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,ecstatic
2018+AC0-En+AC0-mystery+AC0-02311,My mom feels glad.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,glad
2018+AC0-En+AC0-mystery+AC0-09109,My mom feels relieved.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,relieved
2018+AC0-En+AC0-mystery+AC0-08194,My mom feels excited.,+ADw-person subject+AD4- feels +ADw-emotion word+AD4-.,my mom,female,,joy,excited
